IR_value,BPM,AvgBPM
1821,4.95,67
1828,4.95,67
1823,4.95,67
1831,4.95,67
1827,4.95,67
1815,4.95,67
1821,4.95,67
1829,4.95,67
1822,4.95,67
1825,4.95,67
0,4.95,67
0,4.95,67
1831,4.95,67
1824,4.95,67
0,4.95,67
1834,1.75,67
1830,1.75,67
1826,1.75,67
1822,1.75,67
1829,1.75,67
1823,1.75,67
1829,1.75,67
1825,1.75,67
1833,1.75,67
1815,1.75,67
1829,1.75,67
1825,1.75,67
1825,1.75,67
1818,1.75,67
1831,1.75,67
1824,1.75,67
1829,1.75,67
1825,1.75,67
1828,1.75,67
1827,1.75,67
1817,1.75,67
1825,1.75,67
1816,1.75,67
1821,1.75,67
1821,1.75,67
1817,1.75,67
1821,1.75,67
1819,1.75,67
1813,1.75,67
1814,1.75,67
1809,1.75,67
0,1.75,67
0,1.75,67
1827,1.75,67
1826,1.75,67
1826,1.75,67
1814,1.75,67
1805,1.75,67
1821,1.75,67
0,1.75,67
0,1.75,67
1828,1.75,67
1823,1.75,67
1840,1.75,67
1836,1.75,67
1832,1.75,67
1835,1.75,67
1830,1.75,67
1834,1.75,67
1830,1.75,67
1821,1.75,67
1829,1.75,67
1820,1.75,67
1830,1.75,67
1825,1.75,67
1821,1.75,67
1836,1.75,67
1827,1.75,67
1824,1.75,67
1815,1.75,67
1829,1.75,67
1829,0.91,67
1835,57.64,62
1820,57.64,62
1833,57.64,62
1830,57.64,62
1831,57.64,62
1835,57.64,62
1836,57.64,62
1831,57.64,62
1836,57.64,62
1829,57.64,62
1835,57.64,62
1837,57.64,62
1832,57.64,62
1840,57.64,62
1832,57.64,62
1834,57.64,62
1840,57.64,62
1829,57.64,62
1835,57.64,62
1817,57.64,62
1832,57.64,62
1840,57.64,62
1837,57.64,62
1836,57.64,62
1830,57.64,62
1836,57.64,62
1838,57.64,62
1842,57.64,62
1831,57.64,62
1844,57.64,62
1833,57.64,62
1837,57.64,62
1838,57.64,62
1822,57.64,62
1842,57.64,62
1833,57.64,62
1832,57.64,62
1828,57.64,62
1825,57.64,62
1832,57.64,62
1827,57.64,62
1838,57.64,62
1835,57.64,62
1829,57.64,62
1832,57.64,62
1822,57.64,62
1834,57.64,62
1817,57.64,62
1818,57.64,62
1826,57.64,62
1815,57.64,62
1826,57.64,62
1833,57.64,62
1825,57.64,62
1826,57.64,62
1821,57.64,62
1829,57.64,62
1826,57.64,62
1837,57.64,62
1834,57.64,62
1841,0.94,62
1844,0.94,62
1838,0.94,62
1836,0.94,62
1834,0.94,62
1841,0.94,62
1833,0.94,62
1844,0.94,62
1845,0.94,62
1835,0.94,62
1852,0.94,62
1836,0.94,62
1845,0.94,62
1845,0.94,62
1842,0.94,62
1840,0.94,62
1847,0.94,62
1852,0.94,62
1847,0.94,62
1838,0.94,62
1842,0.94,62
1829,0.94,62
1849,0.94,62
1856,0.94,62
1855,0.94,62
1846,0.94,62
1848,0.94,62
1853,0.94,62
1858,0.94,62
1834,0.94,62
1850,0.94,62
1845,0.94,62
1850,0.94,62
1853,0.94,62
1854,0.94,62
1836,0.94,62
1848,0.94,62
1848,0.94,62
1850,0.94,62
1853,0.94,62
1847,0.94,62
1858,0.94,62
1849,0.94,62
1842,0.94,62
1851,0.94,62
1853,0.94,62
1846,0.94,62
1852,0.94,62
1849,0.94,62
1852,0.94,62
1856,0.94,62
1863,0.94,62
1855,0.94,62
1854,0.94,62
1855,0.94,62
1844,0.94,62
1853,0.94,62
1855,0.94,62
1855,0.94,62
1853,0.94,62
1847,0.94,62
1858,0.94,62
1854,0.94,62
1845,0.94,62
1849,0.94,62
1855,0.94,62
1839,0.94,62
1857,0.94,62
1858,0.94,62
1862,0.94,62
1848,0.94,62
1859,0.94,62
1859,0.94,62
1857,0.76,62
1854,0.76,62
1863,0.76,62
1859,0.76,62
1851,0.76,62
1851,0.76,62
1849,0.76,62
1862,0.76,62
1858,0.76,62
0,0.76,62
1855,0.76,62
1857,0.76,62
1861,0.76,62
1866,0.76,62
1857,0.76,62
1854,0.76,62
1853,3.15,62
1857,3.15,62
1856,3.15,62
1859,3.15,62
1846,3.15,62
1853,3.15,62
1853,3.15,62
1857,3.15,62
1854,3.15,62
1859,3.15,62
1858,3.15,62
1852,3.15,62
1854,3.15,62
1851,3.15,62
1864,3.15,62
1861,3.15,62
1864,3.17,62
1858,3.17,62
1853,3.17,62
1859,3.17,62
1855,3.17,62
1860,3.17,62
1856,3.17,62
1853,3.17,62
1854,6.6,62
1864,6.6,62
1852,6.6,62
1851,6.6,62
1862,6.6,62
1849,6.6,62
1859,6.6,62
1855,6.6,62
1852,6.6,62
1853,6.6,62
1860,6.6,62
1859,6.6,62
1851,6.6,62
1852,6.6,62
1866,6.6,62
1859,3.67,62
1849,3.67,62
1852,3.67,62
1844,3.67,62
1847,3.67,62
1849,3.67,62
1843,3.67,62
1863,3.67,62
1866,3.67,62
1852,3.67,62
1861,3.67,62
1856,3.67,62
1865,3.67,62
1863,3.67,62
1854,3.67,62
1859,3.67,62
1854,3.67,62
1865,3.67,62
1856,3.67,62
1865,3.67,62
1858,3.67,62
1862,3.67,62
1860,3.67,62
1861,3.67,62
1855,3.67,62
1853,3.67,62
1847,3.67,62
1847,3.67,62
1856,3.67,62
1855,3.67,62
1846,3.67,62
1858,3.67,62
1855,3.67,62
1844,3.67,62
1852,3.67,62
1859,3.67,62
1859,3.67,62
1856,3.67,62
1861,3.67,62
1856,3.67,62
1862,3.67,62
1858,3.67,62
1850,3.67,62
1850,3.67,62
1858,3.67,62
1860,3.67,62
1862,3.67,62
1871,3.67,62
1868,3.67,62
1857,3.67,62
1846,3.67,62
1858,3.67,62
1853,3.67,62
1866,3.67,62
1860,3.67,62
1848,3.67,62
1854,3.67,62
1852,3.67,62
1867,3.67,62
1863,3.67,62
1865,3.67,62
1854,3.67,62
1864,3.67,62
1848,3.67,62
1853,3.67,62
1857,3.67,62
1858,3.67,62
1843,3.67,62
1859,3.67,62
1856,3.67,62
1862,3.67,62
1863,3.67,62
1863,3.67,62
1855,3.67,62
1858,3.67,62
1868,0.73,62
1857,0.73,62
1862,0.73,62
1862,0.73,62
1868,0.73,62
1854,0.73,62
1863,0.73,62
1852,0.73,62
1870,0.73,62
1866,0.73,62
1847,0.73,62
1865,0.73,62
1867,0.73,62
1856,0.73,62
1855,0.73,62
1865,0.73,62
1867,0.73,62
1867,0.73,62
1869,0.73,62
1871,0.73,62
1863,0.73,62
1865,0.73,62
1873,0.73,62
1871,0.73,62
1863,0.73,62
1872,0.73,62
1863,0.73,62
1869,0.73,62
1874,0.73,62
1880,0.73,62
1868,0.73,62
1876,0.73,62
1877,0.73,62
1863,0.73,62
1855,0.73,62
1860,0.73,62
1855,0.73,62
1873,0.73,62
1865,0.73,62
1872,0.73,62
1878,0.73,62
1877,0.73,62
1877,0.73,62
1880,0.73,62
1877,0.73,62
1871,0.73,62
1875,0.73,62
1874,0.73,62
1874,0.73,62
1874,0.73,62
1873,0.73,62
1877,0.73,62
1873,0.73,62
1866,0.73,62
1869,0.73,62
1879,0.99,62
0,0.99,62
0,0.99,62
1872,16.03,62
1868,16.03,62
1873,16.03,62
1875,16.03,62
1873,16.03,62
1877,16.03,62
1874,16.03,62
1875,16.03,62
1877,16.03,62
1881,16.03,62
1879,16.03,62
1876,16.03,62
1876,16.03,62
1873,16.03,62
1875,3.73,62
1880,3.73,62
1880,3.73,62
1895,3.73,62
1879,3.73,62
1875,3.73,62
1875,3.73,62
1873,3.73,62
1870,3.73,62
1873,3.73,62
1853,5.15,62
1860,5.15,62
1860,5.15,62
1885,5.15,62
1889,13.81,62
1906,13.81,62
1887,13.81,62
1890,17.74,62
1898,50.8,63
1898,50.8,63
1890,50.8,63
1886,50.8,63
1887,50.8,63
1871,10.44,63
1859,10.44,63
1876,10.44,63
1858,20.11,42
1874,20.11,42
1869,20.11,42
1870,20.11,42
1870,20.11,42
1866,20.11,42
1873,20.11,42
1858,20.11,42
1870,20.11,42
1872,20.11,42
1867,20.11,42
1867,20.11,42
1895,20.11,42
1863,4.29,42
1860,4.29,42
1862,4.29,42
1875,4.29,42
1870,4.29,42
1875,4.29,42
1878,9.55,42
1878,49.96,44
1869,49.96,44
1881,49.96,44
1883,49.96,44
1879,49.96,44
1881,49.96,44
1878,49.96,44
1871,49.96,44
1881,49.96,44
1871,49.96,44
1884,49.96,44
1878,49.96,44
1880,49.96,44
1885,49.96,44
1885,49.96,44
1884,49.96,44
1888,49.96,44
1881,49.96,44
1879,49.96,44
1885,49.96,44
1890,49.96,44
1883,49.96,44
1885,49.96,44
1877,49.96,44
1867,49.96,44
0,49.96,44
0,49.96,44
1889,49.96,44
1890,1.86,44
1897,1.86,44
1890,1.86,44
0,1.86,44
1893,1.86,44
1903,1.86,44
1890,1.86,44
1893,1.86,44
1885,1.86,44
1893,1.86,44
1892,1.86,44
1887,1.86,44
1894,1.86,44
1878,3.9,44
1877,49.96,42
0,49.96,42
1868,21.26,34
1873,21.26,34
1871,21.26,34
1863,21.26,34
1868,13.2,34
1857,13.2,34
1863,13.2,34
1866,13.2,34
1869,13.2,34
1873,13.2,34
1873,13.2,34
1876,13.2,34
0,13.2,34
0,5.41,34
0,41.07,40
1870,55.5,41
0,48.35,41
1862,48.35,41
1856,48.35,41
1854,48.35,41
1871,48.35,41
1863,48.35,41
1842,48.35,41
1843,7.55,41
1842,7.55,41
1852,7.55,41
1855,7.55,41
1862,7.55,41
1877,7.55,41
1872,9.37,41
1872,9.37,41
1875,26.53,42
1879,26.53,42
1868,26.53,42
1887,26.53,42
1884,26.53,42
1871,26.53,42
1876,26.53,42
1873,26.53,42
0,26.53,42
0,26.53,42
0,26.53,42
0,26.53,42
1873,26.53,42
1885,26.53,42
1876,26.53,42
1879,26.53,42
1875,26.53,42
1878,26.53,42
1876,26.53,42
1864,26.53,42
1873,26.53,42
1879,26.53,42
1883,26.53,42
1880,26.53,42
1886,26.53,42
1875,26.53,42
1879,26.53,42
1876,26.53,42
1887,26.53,42
1883,26.53,42
1888,26.53,42
1872,26.53,42
1874,26.53,42
1872,26.53,42
1875,1.47,42
1881,1.47,42
1881,1.47,42
1880,1.47,42
1884,1.47,42
1882,1.47,42
1884,1.47,42
1875,1.47,42
1876,1.47,42
1875,5.88,42
1866,5.88,42
1875,5.88,42
1879,5.88,42
1888,5.88,42
1876,5.88,42
1881,5.88,42
1881,7.4,42
1876,7.4,42
1881,7.4,42
1879,7.4,42
1886,7.4,42
1879,7.4,42
1880,7.4,42
1888,7.4,42
0,7.4,42
1880,5.85,42
1886,5.85,42
1876,5.85,42
1878,5.85,42
1875,12.81,42
1888,12.81,42
1888,25.4,38
1877,25.4,38
1874,24.17,30
1879,24.17,30
0,24.17,30
0,24.17,30
1885,12.29,30
1880,12.29,30
1885,12.29,30
1874,12.29,30
1882,12.29,30
1878,12.29,30
1889,12.29,30
1876,12.29,30
1882,12.29,30
1877,12.29,30
1879,12.29,30
0,4.82,30
0,4.82,30
0,4.82,30
0,4.82,30
1876,4.82,30
0,4.82,30
0,4.82,30
0,4.82,30
0,4.82,30
1879,4.82,30
1882,4.82,30
1875,4.82,30
1878,4.82,30
1878,4.82,30
1877,4.82,30
1876,4.82,30
1878,4.82,30
1881,4.82,30
1880,4.82,30
1881,4.82,30
1887,4.82,30
0,4.82,30
0,4.82,30
1876,4.82,30
1877,4.82,30
1880,4.82,30
1877,4.82,30
1877,4.82,30
1879,4.82,30
1882,4.82,30
1878,4.82,30
1882,4.82,30
1876,4.82,30
1871,4.82,30
1880,4.82,30
1878,4.82,30
1881,4.82,30
1880,4.82,30
1874,4.82,30
1878,4.82,30
1874,4.82,30
1885,4.82,30
1877,4.82,30
1876,4.82,30
1887,4.82,30
1880,4.82,30
0,4.82,30
1881,4.82,30
1879,4.82,30
1879,4.82,30
1880,4.82,30
1880,4.82,30
1879,4.82,30
1878,4.82,30
1876,4.82,30
1883,4.82,30
1882,4.82,30
1877,4.82,30
1891,4.82,30
1884,4.82,30
1881,4.82,30
1878,4.82,30
1881,4.82,30
1878,4.82,30
1873,4.82,30
1884,4.82,30
1885,4.82,30
0,4.82,30
1876,4.82,30
1878,4.82,30
1879,4.82,30
1872,4.82,30
1879,4.82,30
1881,4.82,30
1884,4.82,30
1881,4.82,30
1884,0.66,30
0,0.66,30
1874,0.66,30
1875,0.66,30
1881,0.66,30
1882,0.66,30
1883,0.66,30
1887,0.66,30
1878,0.66,30
1882,0.66,30
1882,0.66,30
1873,0.66,30
1887,0.66,30
1874,0.66,30
1879,0.66,30
1886,0.66,30
1891,0.66,30
1879,0.66,30
1881,0.66,30
1877,0.66,30
1882,0.66,30
1880,0.66,30
1875,0.66,30
1877,0.66,30
1878,0.66,30
1883,0.66,30
1880,0.66,30
1878,0.66,30
1875,0.66,30
1877,0.66,30
1875,0.66,30
1875,0.66,30
1881,1.61,30
0,48.35,30
0,48.35,30
1880,48.35,30
1885,48.35,30
1885,48.35,30
1876,48.35,30
0,48.35,30
0,6.69,30
0,6.69,30
0,6.69,30
0,6.69,30
1886,6.69,30
0,6.69,30
0,6.69,30
0,6.69,30
1887,6.69,30
0,6.69,30
0,6.69,30
0,6.69,30
1884,6.69,30
0,6.69,30
0,6.69,30
0,6.69,30
1864,6.69,30
1860,6.69,30
1872,6.69,30
1887,6.69,30
1882,6.69,30
0,6.69,30
1875,6.69,30
1878,6.69,30
1881,2.03,30
0,2.03,30
0,2.03,30
1880,2.03,30
0,2.03,30
1883,9.49,30
1886,9.49,30
1876,9.49,30
1877,9.49,30
1881,9.49,30
1887,9.49,30
1879,9.49,30
1880,9.49,30
1878,9.49,30
1881,9.49,30
1882,5.14,30
1880,5.14,30
0,5.14,30
0,5.14,30
0,5.14,30
1880,5.14,30
1876,5.14,30
0,5.14,30
1891,5.14,30
0,5.14,30
1878,5.14,30
0,5.14,30
1863,5.14,30
1876,5.14,30
1887,5.14,30
0,5.14,30
0,5.14,30
1886,2.91,30
0,2.91,30
0,2.91,30
0,2.91,30
1877,2.91,30
0,2.91,30
0,2.91,30
1889,2.91,30
1891,2.91,30
1881,2.91,30
1876,2.91,30
1879,2.91,30
1883,2.91,30
1886,2.91,30
1881,2.91,30
1886,2.91,30
1878,2.91,30
1874,2.91,30
1886,2.91,30
1876,2.91,30
1888,2.91,30
1883,2.91,30
1874,2.91,30
1879,2.91,30
1881,2.91,30
1880,2.91,30
1876,2.91,30
1879,2.91,30
1871,2.91,30
1889,2.91,30
1875,2.91,30
1885,2.91,30
1883,2.91,30
0,2.91,30
0,2.91,30
1874,2.91,30
0,2.91,30
0,2.91,30
0,2.91,30
1889,2.91,30
1884,1.26,30
1886,1.26,30
2007,1.26,30
1558,1.26,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
1547,12.7,30
1553,12.7,30
1564,12.7,30
1560,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
0,12.7,30
1547,12.7,30
1550,12.7,30
1548,12.7,30
1564,12.7,30
1562,2.14,30
1561,2.14,30
1556,2.14,30
1564,2.14,30
0,2.14,30
1553,2.14,30
1556,2.14,30
1568,2.14,30
1553,2.14,30
1556,2.14,30
1563,2.14,30
1568,2.14,30
1557,2.14,30
1559,2.14,30
1569,2.14,30
0,2.14,30
1017,3.21,30
432,3.21,30
435,3.21,30
434,3.21,30
426,11.4,30
433,11.4,30
423,23.6,30
35255,23.6,30
17898,23.6,30
1820,23.6,30
5661,23.6,30
4715,23.6,30
4876,23.6,30
7060,23.6,30
5379,23.6,30
5320,5.85,30
5683,66.59,40
5314,66.59,40
5139,66.59,40
4977,66.59,40
5070,11.9,40
5000,11.9,40
4928,11.9,40
4951,15.61,40
4651,15.61,40
1978,15.61,40
594,15.61,40
1785,15.61,40
37096,15.61,40
36855,15.61,40
36274,15.61,40
66963,200.0,84
89903,200.0,84
92341,200.0,84
92414,200.0,84
7910,16.56,84
6275,16.56,84
87409,16.56,84
115536,16.56,84
132235,16.56,84
130290,16.56,84
127017,16.56,84
125598,16.56,84
125838,6.12,84
126477,74.91,90
127087,58.77,99
125827,47.58,94
120860,47.58,94
122543,47.58,94
92417,47.58,94
117296,47.58,94
99745,47.58,94
100469,8.56,94
100522,8.56,94
100474,29.38,52
100635,107.14,67
100726,103.45,99
100563,59.94,93
100733,130.43,131
100719,69.69,133
100628,63.76,99
100789,106.95,92
99195,56.55,73
18925,56.55,73
13431,56.55,73
10627,56.55,73
7871,56.55,73
9151,56.55,73
9036,56.55,73
8969,7.55,73
8999,53.52,69
9013,59.94,68
9067,59.94,68
0,59.94,68
0,15.94,68
0,53.52,55
9058,53.52,55
8971,26.53,47
10447,110.91,62
10327,110.91,62
10147,110.91,62
9325,110.91,62
9457,110.91,62
9510,110.91,62
9505,9.37,62
9492,9.37,62
9507,24.17,53
9558,24.17,53
9452,44.71,51
9270,44.71,51
9287,22.21,50
6825,22.21,50
5641,22.21,50
5637,22.21,50
5564,22.21,50
5574,11.57,50
5559,11.57,50
5577,28.28,29
5618,53.52,36
5817,53.52,36
5628,53.52,36
5654,19.34,36
5682,57.64,40
5674,61.16,49
6063,61.16,49
6007,61.16,49
5794,20.53,47
5792,20.53,47
5806,22.37,40
5808,63.76,41
5811,63.76,41
5826,63.76,41
5908,19.85,41
6041,19.85,41
5910,19.85,41
6034,18.06,41
6037,18.06,41
5987,107.14,57
5982,107.14,57
6007,36.54,61
6007,36.54,61
6017,36.54,61
6031,18.5,61
6039,18.5,61
6055,18.5,61
6145,18.5,61
6136,11.49,61
6146,66.59,61
6155,53.52,65
6169,53.52,65
6162,53.52,65
6168,53.52,65
6169,53.52,65
6182,53.52,65
6209,9.31,65
6364,9.31,65
6271,29.1,46
6314,58.77,51
6332,58.77,51
6468,28.01,42
6431,44.74,39
6375,56.55,46
5895,56.55,46
5685,56.55,46
5795,18.85,46
5756,18.85,46
5733,18.85,46
5723,17.23,46
5722,17.23,46
5678,17.23,46
5665,17.23,46
5667,17.23,46
5702,17.23,46
5698,17.23,46
5665,7.91,46
5662,57.64,46
5681,57.64,46
5662,26.76,45
5653,26.76,45
5694,26.76,45
5682,17.33,45
5668,17.33,45
5651,17.33,45
5685,17.33,45
5669,17.33,45
5668,17.33,45
5647,17.33,45
5665,17.33,45
5649,6.81,45
5652,6.81,45
5638,28.82,41
5644,28.82,41
5657,28.82,41
5616,28.82,41
5620,14.14,41
5650,14.14,41
5650,14.14,41
5641,20.11,32
5618,20.11,32
5616,20.11,32
5614,20.11,32
5605,20.11,32
5609,11.57,32
5615,11.57,32
5614,11.57,32
5624,11.57,32
5619,14.69,32
5665,44.74,29
5635,44.74,29
5634,26.53,29
5619,26.53,29
5629,26.53,29
5645,21.25,27
5626,21.25,27
5608,24.77,28
5635,24.77,28
5647,28.82,24
5635,28.82,24
5617,28.82,24
5614,18.06,24
5622,18.06,24
5611,28.01,25
5612,46.12,31
5621,46.12,31
5612,46.12,31
5610,46.12,31
5623,46.12,31
5653,46.12,31
5647,9.11,31
5608,53.52,38
5638,58.77,46
5634,58.77,46
5627,25.19,45
5628,25.19,45
5616,25.19,45
5632,25.19,45
5625,25.19,45
5617,25.19,45
5612,25.19,45
5612,25.19,45
5604,25.19,45
5621,25.19,45
5612,25.19,45
5624,25.19,45
5623,25.19,45
5616,25.19,45
5606,25.19,45
5600,25.19,45
5603,25.19,45
5595,3.0,45
5596,3.0,45
5596,27.0,40
5600,27.0,40
5591,29.97,34
5600,29.97,34
5585,29.97,34
5598,29.97,34
5591,29.97,34
5597,29.97,34
5593,8.87,34
5596,8.87,34
5587,8.87,34
5602,8.87,34
5585,8.87,34
5583,8.87,34
5302,8.87,34
5543,7.83,34
5521,7.83,34
5495,7.83,34
5484,19.34,34
5497,19.34,34
5499,27.0,27
5470,27.0,27
5498,29.38,28
5514,57.64,35
5506,49.14,40
5468,49.14,40
5480,27.5,40
5508,27.5,40
5510,27.5,40
5507,17.74,40
5503,17.74,40
5483,17.74,40
5498,20.96,38
5498,20.96,38
5474,22.54,29
5475,52.59,30
5492,52.59,30
5492,26.76,30
5484,26.76,30
5468,26.76,30
5476,26.76,30
5485,14.76,30
5483,14.76,30
5488,14.76,30
5458,17.23,30
5471,17.23,30
5474,17.23,30
5474,17.23,30
5464,14.48,30
5447,52.59,38
5477,52.59,38
5460,28.82,39
5457,53.52,39
5441,53.52,39
5486,53.52,39
5484,53.52,39
5480,14.34,39
5479,14.34,39
5490,14.34,39
5485,14.34,39
5461,12.49,39
5461,65.15,49
5452,65.15,49
5466,65.15,49
5494,65.15,49
5474,13.5,49
5493,46.84,48
5490,49.96,53
5475,49.96,53
5461,49.96,53
5461,49.96,53
5463,13.56,53
5473,13.56,53
5460,13.56,53
5462,13.56,53
5465,13.56,53
5464,13.56,53
5471,13.56,53
5468,7.71,53
5469,7.71,53
5465,7.71,53
5464,17.53,53
5452,17.53,53
5489,17.53,53
5356,17.53,53
5979,14.2,53
5952,14.2,53
5924,14.2,53
5917,18.39,53
5883,41.07,50
5932,49.14,46
5953,49.14,46
5946,49.14,46
5942,20.81,39
5954,42.22,38
5955,47.58,39
5977,51.68,40
5971,51.68,47
5985,51.68,47
6001,39.42,47
5953,39.42,47
5974,24.77,41
5974,37.95,37
5971,52.59,38
5955,51.68,41
5971,59.94,49
5960,49.14,52
5956,48.35,51
5963,50.8,51
5981,44.09,47
5974,54.5,49
5959,54.5,49
5947,30.9,44
5976,66.59,48
5970,50.8,50
5957,56.55,50
5968,56.55,50
5693,26.29,49
5397,26.29,49
4584,26.29,49
4553,17.84,49
4564,90.77,78
4570,136.36,124
4496,136.36,124
10670,27.75,95
10751,27.75,95
5218,27.75,95
4800,27.75,95
4778,13.03,95
4681,66.59,89
4681,50.8,69
4646,54.5,49
4623,68.1,59
4548,176.47,87
4574,176.47,162
4561,76.82,137
4592,76.82,137
4574,24.37,108
4562,24.37,108
4484,23.24,74
4341,157.89,69
4474,176.47,138
4423,136.36,129
4407,74.91,110
4540,103.27,92
4489,250.0,114
4488,157.48,135
4497,39.45,119
4499,49.96,123
4497,142.86,91
4493,142.86,91
4497,142.86,91
4505,16.84,91
4498,16.84,91
4555,32.57,89
4579,32.57,89
4528,29.67,84
4524,36.12,59
4539,36.12,59
4544,36.12,59
4534,36.12,59
4542,36.12,59
4530,10.63,59
4540,10.63,59
4548,10.63,59
4543,18.5,59
4564,47.58,36
4548,76.82,47
4571,47.58,51
4566,47.58,51
4575,47.58,51
4571,20.39,47
4556,20.39,47
4567,20.39,47
4555,16.29,47
4562,16.29,47
4576,26.06,42
4572,26.06,42
4500,26.06,42
4547,176.47,60
4553,73.08,74
4566,48.35,79
4570,48.35,79
4556,48.35,79
4560,157.89,74
4599,125.0,94
4539,100.0,110
4576,142.86,128
4594,142.86,128
4605,29.38,100
4593,62.43,90
4583,85.59,79
4594,85.59,79
4602,88.24,66
4630,88.24,66
4579,27.5,57
4602,150.0,121
4599,142.52,150
4589,39.45,124
4595,51.68,95
4638,51.68,95
4599,51.68,95
4581,51.68,95
4601,51.68,95
4639,51.68,95
4608,51.68,95
4598,7.35,95
4627,7.35,95
4647,7.35,95
4629,16.93,95
4630,16.93,95
4645,16.93,95
4633,16.93,95
4643,16.93,95
4631,9.99,95
4621,50.8,70
4637,47.58,46
4651,47.58,46
4640,28.28,44
4669,28.28,44
4641,31.55,39
4652,48.35,38
4672,176.47,75
4669,176.47,75
4678,176.47,75
4673,19.21,75
4672,54.5,81
4681,44.74,80
4667,54.5,82
4680,54.5,82
4712,176.47,96
4686,150.0,145
4653,55.5,130
4672,55.5,130
4697,27.25,93
4696,27.25,93
4696,27.25,93
4675,88.24,47
4682,88.24,47
4706,88.24,47
4686,88.24,47
4718,88.24,47
4707,10.82,47
4699,65.15,50
4706,65.15,50
