IR_value,BPM,AvgBPM
0,12.13,81
7200,12.13,81
7190,12.13,81
7194,12.13,81
7174,12.13,81
7176,12.13,81
7190,12.13,81
7193,12.13,81
7177,12.13,81
0,12.13,81
7201,12.13,81
7184,12.13,81
7178,12.13,81
0,12.13,81
7202,12.13,81
7190,12.13,81
7174,12.13,81
0,12.13,81
0,12.13,81
7197,12.13,81
7184,12.13,81
7200,12.13,81
7185,12.13,81
7182,12.13,81
7185,12.13,81
7181,12.13,81
7177,12.13,81
7184,12.13,81
7182,12.13,81
7178,12.13,81
7180,12.13,81
7181,12.13,81
10354,12.13,81
0,12.13,81
0,12.13,81
9942,12.13,81
9923,12.13,81
0,12.13,81
0,12.13,81
9944,0.79,81
9938,0.79,81
9933,0.79,81
9907,0.79,81
9925,15.29,81
0,15.29,81
9944,15.29,81
9934,15.29,81
9920,15.29,81
0,15.29,81
0,15.29,81
9926,15.29,81
0,15.29,81
9944,15.29,81
9945,15.29,81
9927,15.29,81
9926,15.29,81
9924,15.29,81
0,15.29,81
0,15.29,81
9938,15.29,81
9934,15.29,81
9918,15.29,81
0,15.29,81
0,15.29,81
9923,15.29,81
9921,15.29,81
0,15.29,81
9947,15.29,81
9921,15.29,81
9932,15.29,81
9923,15.29,81
9920,15.29,81
0,15.29,81
9941,15.29,81
9921,15.29,81
9920,15.29,81
0,15.29,81
9924,15.29,81
9947,15.29,81
9931,15.29,81
9922,15.29,81
9925,15.29,81
0,15.29,81
9942,15.29,81
9930,1.28,81
0,1.28,81
9956,1.28,81
9930,1.28,81
0,1.28,81
9964,1.28,81
9942,1.28,81
0,1.28,81
9964,1.28,81
9935,5.71,81
0,5.71,81
0,5.71,81
9931,5.71,81
9930,5.71,81
9932,5.71,81
0,5.71,81
0,7.27,81
9953,58.77,79
9947,58.77,79
9942,58.77,79
9942,58.77,79
0,58.77,79
0,58.77,79
9962,58.77,79
9938,7.46,79
9942,7.46,79
9944,7.46,79
9939,7.46,79
9944,7.46,79
9932,7.46,79
9930,7.46,79
9934,7.46,79
9945,7.46,79
9954,7.46,79
9939,5.6,79
9931,5.6,79
9998,5.6,79
9700,5.6,79
9657,15.69,79
0,15.69,79
0,27.5,45
9662,27.5,45
9655,27.5,45
9659,27.5,45
9650,27.5,45
0,27.5,45
0,27.5,45
9658,27.5,45
9650,27.5,45
9650,27.5,45
9644,27.5,45
0,27.5,45
9651,27.5,45
9651,27.5,45
0,27.5,45
9664,3.51,45
9639,3.51,45
0,3.51,45
9657,3.51,45
9640,3.51,45
9636,3.51,45
6088,3.51,45
0,3.51,45
6045,5.98,45
6148,5.98,45
6143,5.98,45
0,22.2,34
6157,22.2,34
6361,22.2,34
6196,22.2,34
0,14.0,34
6221,14.0,34
6204,21.1,32
6200,21.1,32
6583,34.44,26
6286,34.44,26
6459,125.0,51
6513,41.04,56
0,41.04,56
6468,83.22,72
6583,83.22,72
6558,35.67,49
0,50.8,51
6573,50.8,51
6558,50.8,51
6553,50.8,51
6549,50.8,51
0,50.8,51
6565,50.8,51
6553,50.8,51
6556,50.8,51
0,50.8,51
6568,50.8,51
6556,50.8,51
6552,50.8,51
0,50.8,51
6573,50.8,51
6556,50.8,51
6557,50.8,51
0,50.8,51
0,50.8,51
6560,2.72,51
6554,2.72,51
0,2.72,51
6567,2.72,51
6553,13.14,51
6557,13.14,51
0,13.14,51
6567,13.14,51
6553,13.14,51
0,13.14,51
6572,13.14,51
6561,13.14,51
0,13.14,51
6571,13.14,51
6563,5.24,51
6551,5.24,51
0,5.24,51
6574,5.24,51
6560,5.24,51
6561,5.24,51
0,5.24,51
6778,7.38,51
6518,7.38,51
6510,32.57,50
0,32.57,50
6538,21.56,34
6532,21.56,34
6537,21.56,34
0,21.56,34
6541,21.56,34
6508,21.56,34
6523,21.56,34
0,21.56,34
6533,21.56,34
6533,21.56,34
0,21.56,34
6529,4.86,34
6513,4.86,34
6672,4.86,34
0,4.86,34
6679,13.81,34
0,13.81,34
6375,13.81,34
6305,13.81,34
0,13.75,34
6474,68.1,42
6443,68.1,42
0,68.1,42
6465,68.1,42
6449,68.1,42
6449,68.1,42
0,68.1,42
6465,68.1,42
6466,68.1,42
6448,68.1,42
6448,68.1,42
0,68.1,42
6467,68.1,42
6454,3.92,42
6446,3.92,42
6445,3.92,42
6448,3.92,42
0,3.92,42
6458,3.92,42
6451,3.92,42
6443,3.92,42
0,3.92,42
0,3.92,42
6469,5.29,42
6457,5.29,42
6454,5.29,42
6451,5.29,42
6442,5.29,42
0,5.29,42
6460,5.29,42
6449,5.29,42
6445,5.29,42
0,5.29,42
6471,5.29,42
8350,5.29,42
11024,5.29,42
11015,5.29,42
0,5.29,42
0,5.29,42
20808,5.29,42
21025,5.29,42
14083,5.29,42
13674,2.88,42
0,2.88,42
13686,30.58,37
13123,30.58,37
13691,30.58,37
0,30.58,37
15078,30.58,37
15153,30.58,37
15162,30.58,37
0,30.58,37
0,30.58,37
15189,30.58,37
15183,30.58,37
0,30.58,37
15193,30.58,37
15217,3.9,37
15207,3.9,37
15204,3.9,37
15255,3.9,37
0,3.9,37
15250,3.9,37
15247,3.9,37
15255,3.9,37
15256,3.9,37
0,3.9,37
15272,3.9,37
15263,3.9,37
15260,3.9,37
15271,3.9,37
0,3.9,37
15238,3.9,37
15268,3.55,37
15246,3.55,37
15252,3.55,37
0,3.55,37
0,3.55,37
15272,3.55,37
15272,3.55,37
15257,3.55,37
15249,3.55,37
15253,3.55,37
0,3.55,37
0,3.55,37
15272,4.22,37
15267,4.22,37
15256,4.22,37
15257,4.22,37
15286,4.22,37
0,10.74,37
24529,10.74,37
24648,10.74,37
24718,18.62,37
24553,46.08,41
24399,46.08,41
24376,37.48,45
24887,50.8,40
0,50.8,40
0,50.8,40
28591,50.8,40
28636,12.81,40
28655,85.59,54
28662,42.83,53
0,38.41,53
28774,71.34,59
28753,71.34,59
28757,71.34,59
28699,71.34,59
0,71.34,59
0,68.1,54
28714,68.1,54
28692,36.54,53
28653,66.59,60
0,29.67,49
0,375.0,49
28562,29.38,40
28621,69.69,48
28551,50.8,44
28542,50.8,44
28621,29.38,44
28574,80.97,57
28678,80.97,57
28567,80.97,57
28572,80.97,57
367,80.97,57
84284,80.97,57
133166,80.97,57
134940,80.97,57
0,80.97,57
133213,80.97,57
132245,80.97,57
132016,4.87,57
0,41.07,50
131378,76.82,56
131008,76.82,56
130335,76.82,56
0,76.82,56
129328,76.82,56
128636,11.61,56
0,11.61,56
657,11.61,56
2777,11.61,56
0,11.61,56
4000,9.79,56
3810,9.79,56
0,9.79,56
3184,9.79,56
3598,14.07,56
0,14.07,56
3477,14.07,56
3442,15.77,56
0,69.69,66
3437,69.69,66
3409,69.69,66
0,69.69,66
3419,69.69,66
3410,69.69,66
0,69.69,66
3415,69.69,66
3408,69.69,66
0,69.69,66
0,69.69,66
3407,69.69,66
3409,69.69,66
3404,69.69,66
3421,69.69,66
3409,69.69,66
0,69.69,66
3423,3.01,66
3402,3.01,66
3399,3.01,66
3455,22.53,52
3417,22.53,52
0,120.0,59
4328,78.84,75
4155,65.15,85
0,136.05,89
3953,32.93,77
3872,32.93,77
3922,33.3,66
3899,31.55,58
4168,62.43,39
0,62.43,39
3861,62.43,39
3845,17.22,39
3808,17.22,39
0,17.22,39
3830,17.22,39
3809,17.22,39
0,17.22,39
3822,17.22,39
3816,17.22,39
3804,17.22,39
0,17.22,39
3819,17.22,39
3801,17.22,39
0,17.22,39
3822,17.22,39
3808,17.22,39
0,17.22,39
3821,17.22,39
3802,17.22,39
0,17.22,39
3816,17.22,39
3813,17.22,39
3795,17.22,39
0,17.22,39
0,17.22,39
3813,2.17,39
3808,2.17,39
3803,2.17,39
0,2.17,39
3819,2.17,39
3808,2.17,39
3803,2.17,39
0,2.17,39
3822,2.17,39
3806,2.17,39
0,2.17,39
3819,2.17,39
3806,2.17,39
0,2.17,39
3815,2.17,39
3823,2.17,39
3800,2.17,39
0,2.17,39
3818,2.17,39
3807,2.17,39
0,2.17,39
3813,2.17,39
3805,2.17,39
0,2.17,39
3821,2.17,39
3846,2.17,39
3505,2.17,39
0,2.17,39
3472,1.93,39
3434,32.61,39
3455,46.08,42
0,46.08,42
3285,24.98,41
3237,78.84,45
3211,41.61,47
0,41.61,47
3212,37.48,45
3191,34.84,47
3188,34.84,47
3187,34.84,47
0,34.84,47
3212,34.84,47
3199,34.84,47
3196,34.84,47
0,34.84,47
0,34.84,47
3209,34.84,47
3206,34.84,47
3199,34.84,47
3191,34.84,47
0,34.84,47
3212,34.84,47
3203,34.84,47
3195,34.84,47
3204,34.84,47
0,34.84,47
3201,34.84,47
3197,34.84,47
4037,34.84,47
0,34.84,47
467,34.84,47
0,34.84,47
532,34.84,47
995,34.84,47
0,34.84,47
985,34.84,47
970,34.84,47
0,34.84,47
827,34.84,47
776,34.84,47
0,1.5,47
9083,1.5,47
21139,1.5,47
96101,1.5,47
114626,1.5,47
117086,1.5,47
125346,1.5,47
0,1.5,47
11440,1.5,47
13484,1.5,47
0,4.95,47
13558,59.94,42
13366,59.94,42
0,21.41,37
13434,136.36,93
13302,136.36,93
0,28.26,85
13320,230.77,117
13215,38.41,93
13271,85.71,107
0,85.71,107
13200,31.88,96
13202,30.88,46
0,30.88,46
13392,26.76,43
13199,26.76,43
0,166.67,63
13126,176.47,114
13218,176.47,146
0,176.47,146
13232,24.97,131
13159,157.48,101
0,248.96,132
13191,248.96,132
13181,25.84,126
0,166.67,104
13256,166.67,104
13210,166.67,104
13212,20.25,103
0,20.25,103
15010,20.25,103
15674,20.24,84
0,20.24,84
14549,20.24,84
15423,18.27,84
13653,18.27,84
13852,18.27,84
14334,18.27,84
0,18.27,84
13582,18.27,84
0,8.35,84
15014,36.99,60
0,36.99,60
16616,36.99,60
13962,36.99,60
0,36.99,60
13543,10.74,60
13624,59.94,33
13327,59.94,33
12928,34.05,37
13948,44.05,43
13685,32.57,42
0,32.57,42
13198,157.89,66
0,46.08,67
13651,46.08,67
13511,35.67,68
0,175.95,114
13212,47.58,117
0,41.61,112
0,200.0,113
12897,49.1,114
0,76.82,122
12863,103.45,69
0,119.76,91
12530,119.76,91
12912,22.53,84
0,44.71,69
14034,63.69,62
0,63.69,62
0,63.69,62
16871,18.84,62
0,120.0,93
16551,119.76,107
16524,88.11,106
0,120.0,102
16350,120.0,102
0,142.86,119
0,142.86,119
16537,24.36,95
0,62.37,100
16499,62.37,100
0,33.67,65
16626,41.61,40
0,41.61,40
16623,24.36,40
16496,124.74,55
16509,124.74,55
16512,25.61,53
16446,57.58,57
0,51.68,64
16589,38.41,42
0,44.05,47
16606,56.55,47
16574,48.31,46
0,53.52,50
16598,49.1,51
0,54.5,51
16634,58.77,53
16630,41.61,50
16687,41.61,50
16679,52.54,51
0,28.54,44
8313,28.54,44
0,28.54,44
0,28.54,44
12161,28.54,44
11957,10.3,44
11687,66.59,46
0,199.34,86
11164,32.22,81
11110,32.22,81
11174,103.45,93
11338,41.61,53
0,41.61,53
10827,37.9,54
12600,42.83,55
0,42.83,55
12268,19.83,55
0,19.83,55
11427,19.83,55
11395,124.74,56
0,124.74,56
10892,29.96,54
0,333.33,64
0,333.33,64
11677,333.33,64
11635,14.0,64
0,41.04,69
11708,41.04,69
11627,41.04,69
0,19.58,69
11558,19.58,69
0,26.75,44
0,26.75,44
11623,26.04,44
0,136.05,58
0,55.45,65
11729,175.95,121
0,55.5,101
0,88.11,90
11883,85.59,67
0,41.61,64
0,42.19,64
11681,42.19,64
0,46.08,53
12000,44.05,43
11222,62.43,55
1909,62.43,55
0,62.43,55
1497,18.61,55
0,78.84,63
1503,58.77,67
1495,55.45,63
0,55.45,63
1431,28.54,54
0,36.97,44
0,46.12,41
1517,38.41,37
0,49.1,42
1524,71.34,51
1533,142.52,84
0,74.91,88
1515,115.16,99
1539,130.15,96
0,71.34,84
1494,71.34,84
0,28.53,74
1412,149.63,79
0,51.68,74
1419,69.69,85
0,69.69,85
1412,69.69,85
0,69.69,85
0,15.06,85
1421,15.06,85
0,15.06,85
1423,15.06,85
0,15.06,85
1413,15.06,85
0,15.06,85
1439,15.06,85
0,15.06,85
1447,15.06,85
0,15.06,85
1411,4.6,85
0,43.42,78
1404,40.49,50
0,83.22,60
1430,83.22,60
1401,83.22,60
0,83.22,60
1390,14.27,60
0,43.42,60
1395,63.76,66
0,63.76,66
1365,111.11,62
0,111.11,62
1366,111.11,62
0,111.11,62
1370,111.11,62
0,11.02,62
1416,11.02,62
0,22.69,57
1409,22.69,57
1414,24.16,47
1414,24.16,47
0,44.71,50
1388,49.92,34
0,42.83,39
0,38.41,43
1387,38.41,43
1365,38.41,43
0,38.41,43
0,38.41,43
1377,38.41,43
0,38.41,43
1827,7.84,43
1689,35.25,41
0,78.84,57
1649,78.84,57
0,78.84,57
1625,18.96,57
0,74.91,66
1675,36.1,67
0,36.1,67
1682,36.1,67
0,36.1,67
1711,13.03,67
1707,13.03,67
0,36.1,56
1680,39.95,46
1704,39.95,46
1696,39.95,46
0,39.95,46
1704,39.95,46
1696,39.95,46
0,39.95,46
1687,39.95,46
0,39.95,46
1332,39.95,46
1493,5.26,46
0,38.91,37
1504,38.91,37
1485,38.91,37
1473,38.91,37
0,38.91,37
1491,38.91,37
1480,38.91,37
0,38.91,37
1497,38.91,37
1477,38.91,37
0,38.91,37
1507,38.91,37
1486,38.91,37
0,38.91,37
1504,38.91,37
1489,38.91,37
0,38.91,37
1491,38.91,37
0,38.91,37
1502,38.91,37
1500,38.91,37
0,38.91,37
1505,38.91,37
1490,38.91,37
0,38.91,37
1500,38.91,37
1491,38.91,37
0,38.91,37
1427,142.86,63
1459,80.97,74
0,80.97,74
1527,24.76,71
1513,61.16,76
1503,61.16,76
0,61.16,76
1521,17.22,76
0,17.22,76
1594,22.87,46
1595,22.87,46
0,35.25,35
1489,35.25,35
1504,22.03,35
1471,22.03,35
1496,26.51,26
1465,26.51,26
0,26.51,26
1490,26.51,26
0,26.51,26
1488,11.61,26
1469,11.61,26
0,18.96,26
1488,18.96,26
0,18.96,26
1480,18.96,26
0,15.06,26
1492,15.06,26
1455,15.06,26
0,15.6,26
1503,15.6,26
1490,15.6,26
1486,20.53,25
0,20.53,25
1542,33.67,25
1529,33.67,25
1522,33.67,25
1536,33.67,25
1519,33.67,25
0,33.67,25
1536,33.67,25
1526,33.67,25
0,33.67,25
1501,5.65,25
1468,5.65,25
0,5.65,25
1466,5.65,25
0,11.48,25
1496,63.76,35
0,63.76,35
1498,63.76,35
0,63.76,35
1519,63.76,35
1495,63.76,35
0,63.76,35
1508,63.76,35
0,63.76,35
1525,5.98,35
1512,5.98,35
1510,26.28,35
1546,40.51,40
1496,40.51,40
0,21.87,37
1477,21.87,37
1467,21.87,37
0,21.87,37
1468,21.87,37
1457,21.87,37
0,21.87,37
1474,21.87,37
1461,21.87,37
1777,21.87,37
1293,21.87,37
0,5.26,37
1608,69.69,39
1617,69.69,39
0,26.06,39
1628,26.06,39
1612,26.06,39
0,26.06,39
1623,26.06,39
0,26.06,39
1628,26.06,39
1598,26.06,39
1623,26.06,39
1625,26.06,39
1682,26.06,39
0,4.8,39
1521,42.8,39
1446,61.16,49
0,119.76,70
1510,48.35,71
0,76.82,19
126658,71.26,51
0,71.34,68
126261,71.34,68
0,74.91,62
0,0.0,0
129178,80.97,68
129114,50.8,72
128277,50.8,72
0,93.6,62
128612,63.76,57
128825,80.97,65
0,66.52,75
128308,36.99,61
0,73.08,63
129323,73.08,63
129127,61.16,48
128755,61.16,48
128836,38.39,49
0,96.77,68
0,59.94,78
128709,93.6,81
129224,69.69,77
129557,69.69,77
130514,32.91,71
129265,32.91,71
130091,32.91,71
130389,32.91,71
0,32.91,71
129193,69.69,65
0,85.59,63
129025,78.84,75
129102,61.16,73
0,65.15,72
128937,88.11,74
0,76.82,78
127522,28.53,64
0,58.77,62
128695,58.77,62
0,58.77,62
128699,18.27,62
0,136.05,76
0,136.05,76
129326,85.59,83
129409,85.71,83
129464,83.22,70
0,50.8,71
129450,80.97,70
129625,106.95,76
129596,54.45,72
128688,80.97,79
128378,80.97,79
128968,29.66,59
129303,43.42,57
129219,43.42,57
0,27.74,44
0,39.42,34
131442,39.42,34
120637,35.23,36
0,69.69,57
123455,69.69,57
0,69.69,57
0,16.93,57
123287,80.97,88
0,80.97,91
0,93.6,85
123420,93.6,87
123112,69.69,83
122994,88.11,86
0,85.59,88
122903,99.83,88
122444,76.82,88
0,76.82,88
0,136.05,83
122026,103.27,85
122083,136.05,110
0,110.91,100
0,90.77,94
122171,85.59,87
122264,83.22,85
0,74.81,82
121709,93.75,85
121842,88.11,87
0,88.11,87
0,22.69,74
121244,119.76,76
121099,96.62,97
0,119.76,99
121297,85.59,95
120804,83.22,93
120886,41.61,74
120585,80.97,72
120492,41.04,61
0,103.27,66
0,49.1,68
131530,49.1,68
0,49.1,68
131021,49.1,68
131855,49.1,68
0,49.1,68
131113,49.1,68
0,49.1,68
130279,49.1,68
130873,49.1,68
0,49.1,68
130561,49.1,68
130373,4.14,68
0,74.91,75
129980,88.24,87
129990,88.11,91
129826,93.6,86
0,85.59,84
130109,90.77,87
130280,83.33,84
130448,90.77,85
0,45.39,74
130046,45.39,74
130223,27.0,61
0,115.38,73
130350,124.74,107
130339,124.74,107
0,124.74,107
129878,103.27,106
129657,93.75,104
0,136.05,101
129096,103.45,97
129325,88.11,99
0,110.91,103
129264,59.94,95
129404,88.11,93
129408,85.59,79
132090,111.11,92
10882,111.11,92
0,56.55,84
129471,88.24,85
129276,88.24,85
128903,88.24,85
128423,130.43,96
128353,130.43,96
127533,39.42,78
128740,50.8,76
129405,78.95,58
129384,76.82,68
130394,46.84,67
125530,46.84,67
127104,29.37,57
126784,29.37,57
123893,37.95,47
125569,37.95,47
0,37.95,47
127297,15.29,47
128264,15.29,47
128574,15.29,47
0,15.29,47
128471,15.29,47
127796,15.29,47
127055,130.43,60
0,130.43,60
126194,175.95,106
0,46.12,108
126483,88.11,98
0,88.11,98
127297,27.49,84
0,93.6,73
0,99.83,90
128105,90.77,91
0,29.97,75
126750,29.97,75
0,29.97,75
125999,93.6,58
126878,166.67,89
0,46.08,95
127964,88.11,94
127712,90.77,77
127720,88.11,89
127816,103.45,93
127570,99.83,95
127567,106.95,98
126913,85.59,94
127604,99.83,98
127683,93.75,98
0,96.62,98
127789,103.27,104
125486,103.27,104
0,23.78,85
0,115.16,82
126099,115.16,105
125477,115.16,105
125323,111.11,93
125165,115.38,93
0,106.95,103
0,93.75,96
125935,107.14,97
125067,107.14,97
0,32.21,81
0,30.26,65
123271,90.77,65
123097,103.27,99
0,142.52,107
0,142.52,107
125181,142.52,107
0,142.52,107
0,93.6,111
122494,110.91,100
122906,103.27,99
122846,96.62,101
122745,99.83,96
123046,85.59,89
0,93.75,87
0,90.77,94
0,88.11,93
121792,88.11,93
121306,110.91,79
0,80.97,77
0,80.97,78
119541,90.77,73
120493,78.84,72
0,28.8,69
0,39.95,58
120813,39.95,58
120741,31.2,44
0,78.84,58
0,88.11,86
122047,90.77,87
122758,42.19,78
122589,74.91,73
123236,85.59,68
122856,88.11,79
122480,88.11,83
0,111.11,89
0,85.59,87
120981,110.91,90
122116,90.77,92
121631,88.11,94
0,90.77,89
0,88.11,87
121901,85.59,85
0,85.59,85
0,38.91,72
121625,110.91,79
121477,90.77,82
121000,83.45,95
121554,83.22,92
0,71.34,77
123398,71.34,77
123004,32.56,65
116886,32.56,65
114915,32.56,65
0,16.74,65
115622,83.33,65
115426,80.97,67
0,85.59,79
114286,69.69,77
109984,69.69,77
0,69.69,77
0,15.44,77
113635,69.69,74
113833,83.22,75
128728,78.84,77
129708,90.91,79
0,33.67,68
128647,76.82,69
129131,80.97,70
128881,80.97,70
0,80.97,73
128590,83.22,71
128845,93.6,82
127895,68.1,79
128349,85.71,79
0,63.76,76
128293,96.62,83
127143,81.08,84
0,99.83,88
126621,76.82,82
0,96.62,87
127311,71.34,83
126481,74.91,82
0,78.84,77
126203,83.22,80
125671,107.14,89
126072,66.59,86
126543,80.97,86
0,85.71,81
126333,78.84,78
125658,68.03,75
0,93.6,81
125713,120.0,92
125658,110.91,98
0,88.11,100
126529,78.95,84
125884,88.11,86
0,85.59,82
125946,88.11,85
0,83.22,82
125993,71.34,79
124265,78.84,78
123873,90.77,82
123170,85.59,87
123460,85.59,85
123366,73.08,79
122925,80.97,79
122658,88.11,80
122254,80.97,79
122474,88.11,84
122241,99.83,90
121808,90.91,88
122314,85.59,90
122102,83.22,86
122407,85.59,85
122451,78.74,82
122409,80.97,80
122100,80.97,79
122222,71.34,77
122063,74.91,77
121983,88.11,80
121640,85.59,84
121176,88.11,82
121054,83.22,80
121294,78.84,78
120212,80.97,82
119974,83.22,81
120353,80.97,80
120197,83.22,81
120240,78.84,79
120502,87.98,82
120136,83.22,82
124500,57.64,77
123296,88.11,77
124543,27.49,63
124061,96.62,67
124749,99.83,78
125559,90.77,91
124183,36.1,75
124006,88.11,59
124036,90.77,91
123609,90.91,88
124032,99.83,91
123510,93.6,80
123120,124.74,96
122911,110.91,88
123703,93.6,83
123153,83.22,83
123663,85.59,81
123114,40.49,71
123109,119.76,82
122903,68.1,78
122053,68.1,78
121708,63.69,83
121481,31.22,70
120983,90.77,63
120846,142.86,76
114181,142.86,76
118024,142.86,76
65498,142.86,76
124426,119.76,60
124907,142.52,126
124795,130.15,113
124087,150.0,132
124372,93.75,113
123876,142.86,136
123489,125.0,134
123559,136.05,130
124099,142.52,138
123915,136.36,136
123530,130.43,134
123835,136.36,128
123315,130.15,129
122980,125.0,125
123549,124.74,129
123250,130.15,128
123979,125.0,124
122964,136.05,128
121187,119.76,118
121856,110.91,116
121577,136.36,120
121546,124.74,123
121265,130.43,118
122219,58.71,110
122481,130.15,122
121690,119.76,123
121609,166.67,118
122495,130.43,122
119822,38.41,108
120610,24.96,80
120163,31.86,52
120123,115.16,111
120653,110.91,60
120849,119.76,116
120800,115.16,118
120209,65.15,83
51681,136.36,122
120562,115.16,135
120227,125.0,124
119983,120.0,119
120211,119.76,122
120063,115.38,110
119482,110.91,108
119447,110.91,118
131071,120.0,110
262143,115.16,122
262143,110.91,109
262143,106.95,108
262143,110.91,117
262143,115.16,109
262143,107.14,110
119743,110.91,103
120691,110.91,108
119714,107.14,111
119719,119.76,123
119754,106.95,114
119649,149.63,105
119836,41.58,70
119806,99.83,92
262143,42.19,92
262143,26.99,72
119990,42.8,58
121374,32.66,33
121139,9.02,33
119963,39.47,37
119977,8.39,37
120652,8.39,37
262143,45.39,37
127611,136.36,60
262143,103.27,94
262143,130.15,116
262143,88.11,97
127600,124.74,90
